"Record.ID","Survey.Identifier","Survey.Timestamp","q1_adap_loss","X.choice.I.dont.know.","q2_oahs_loss","X.choice.I.dont.know..1","q3_support_loss","X.choice.I.dont.know..2","q4_rural_percentage","X.choice.I.dont.know..3","X.choice.Alabama.","X.choice.Alaska.","X.choice.Arizona.","X.choice.Arkansas.","X.choice.California.","X.choice.Colorado.","X.choice.Connecticut.","X.choice.Delaware.","X.choice.District.of.Columbia.","X.choice.Florida.","X.choice.Georgia.","X.choice.Hawaii.","X.choice.Idaho.","X.choice.Illinois.","X.choice.Indiana.","X.choice.Iowa.","X.choice.Kansas.","X.choice.Kentucky.","X.choice.Louisiana.","X.choice.Maine.","X.choice.Maryland.","X.choice.Massachusetts.","X.choice.Michigan.","X.choice.Minnesota.","X.choice.Mississippi.","X.choice.Missouri.","X.choice.Montana.","X.choice.Nebraska.","X.choice.Nevada.","X.choice.New.Hampshire.","X.choice.New.Jersey.","X.choice.New.Mexico.","X.choice.New.York.","X.choice.North.Carolina.","X.choice.North.Dakota.","X.choice.Ohio.","X.choice.Oklahoma.","X.choice.Oregon.","X.choice.Pennsylvania.","X.choice.Rhode.Island.","X.choice.South.Carolina.","X.choice.South.Dakota.","X.choice.Tennessee.","X.choice.Texas.","X.choice.Utah.","X.choice.Vermont.","X.choice.Virginia.","X.choice.Washington.","X.choice.West.Virginia.","X.choice.Wisconsin.","X.choice.Wyoming.","NA.","NA..1"
71,NA,"2025-03-07 16:15:44",85,0,NA,1,NA,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"many of the clients we see are transgender and others are individuals born outside the US","Complete"
72,NA,"2025-03-07 16:16:16",40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Our entire clinic is predicated on Ryan White funding.  Were we to have to depend solely on income coming from patient visits, it would not fully cover our rent, let alone provider and support service time.  In short, significant funding cuts, would close our clinic.  It's hard to account for that in these numbers.","Complete"
73,NA,"2025-03-07 16:17:16",75,0,20,0,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","Complete"
74,NA,"2025-03-07 16:18:28",20,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"What percentage of RW patients have medicaid (assuming we don't lose medicaid) and will be able to continue getting scripts filled and hopefully seeing providers","Complete"
75,NA,"2025-03-07 16:33:10",100,0,NA,1,NA,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","Complete"
76,NA,"2025-03-07 16:34:03",75,0,25,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"It would be disastrous to all of us!","Complete"
77,NA,"2025-03-07 16:36:33",50,0,40,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ryan white programs have the highest viral suppression rates due to the comprehensive approach, taken by healthcare providers, nurses, case, managers, community health, workers. Cuts in Ryan White funding would dramatically impact rates of HIV biologic control and would result in increased transmission and mortality.","Complete"
78,NA,"2025-03-07 16:38:01",100,0,NA,1,50,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
79,NA,"2025-03-07 16:39:16",10,0,10,0,75,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Assistance with costs of medical care and medications is low because we are an adolescent clinic. Our patients require these services as they transition to adult healthcare and are no longer eligible for Medicaid","Complete"
80,NA,"2025-03-07 16:49:35",100,0,70,0,NA,1,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
81,NA,"2025-03-07 16:50:53",75,0,75,0,NA,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
82,NA,"2025-03-07 16:53:01",100,0,70,0,25,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This would be a tragedy and undo so many years of work.   ","Complete"
83,NA,"2025-03-07 16:58:31",15,0,65,0,20,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
84,NA,"2025-03-07 17:00:11",90,0,NA,1,NA,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"If most of my ADAP pts loose their benefits they simply will not be able to afford their meds","Complete"
85,NA,"2025-03-07 17:10:37",90,0,50,0,10,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
86,NA,"2025-03-07 17:20:20",90,0,60,0,40,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","Complete"
87,NA,"2025-03-07 17:21:29",95,0,NA,1,NA,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
88,NA,"2025-03-07 17:22:16",80,0,20,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
89,NA,"2025-03-07 17:24:27",30,0,100,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Medicaid /340 B cuts would impact as well","Complete"
90,NA,"2025-03-07 17:35:39",15,0,75,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
91,NA,"2025-03-07 17:37:20",NA,1,NA,1,NA,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Substance use services discontinuation may also result in ","Complete"
92,NA,"2025-03-07 18:00:45",50,0,5,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Cutting coverage for Ryan White clients would be disastrous.","Complete"
93,NA,"2025-03-07 18:03:33",95,0,95,0,80,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
94,NA,"2025-03-07 18:13:48",40,0,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
95,NA,"2025-03-07 18:44:37",85,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
96,NA,"2025-03-07 19:02:20",60,0,0,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"","Complete"
97,NA,"2025-03-07 19:02:27",50,0,25,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","Complete"
98,NA,"2025-03-07 19:25:01",50,0,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
99,NA,"2025-03-07 20:22:27",75,0,25,0,20,0,30,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Staff salaries. Workforce. Support services- case management, Housing, dental services, mental health services","Complete"
100,NA,"2025-03-07 20:29:56",100,0,100,0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patients who get OAHS typically rely on ADAP as well. Having hard time thinking of longterm OAHS users who don't also need ADAP. ","Complete"
101,NA,"2025-03-07 20:33:36",80,0,50,0,30,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
102,NA,"2025-03-07 20:45:06",25,0,45,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","Complete"
103,NA,"2025-03-07 20:45:30",30,0,25,0,30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I worry also about AETC funding and training for future providers as people retire, the care act is really the only program that supports marginalized PLWH in many states, states will not be able to take up the slack if the care act goes away. ","Complete"
104,NA,"2025-03-07 21:21:13",30,0,20,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"further decrease access to LA-ART options","Complete"
105,NA,"2025-03-07 21:23:10",20,0,20,0,20,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Ryan white funds make it possible to take care of many of the hardest to treat patients. This group is also the most likely to intermittently lose viral suppression and to transmit virus to others. Many of these individuals are not people who will ""find another way"" to take care of themselves. However, with the kind of supportive evidenced based environment that Ryan White funded programs have developed, high levels of viral suppression are maintained and rates of new infections have begun to fall. It would be sad indeed to watch all that has built be destroyed. It is also sad to see a trend toward grabbing short term savings, when the long the term consequences will not only negate those savings, but also lead to devastating consequences on a human level. ","Complete"
106,NA,"2025-03-07 21:31:34",95,0,NA,1,NA,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
107,NA,"2025-03-07 21:42:33",NA,1,NA,1,NA,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Due to I work at a federal facility, we do not use Ryan White however, it still may affect those in a discordant relationship as it relates to being virally suppress","Complete"
108,NA,"2025-03-08 00:43:58",10,0,70,0,20,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
109,NA,"2025-03-08 00:54:18",100,0,70,0,60,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
110,NA,"2025-03-08 00:58:28",100,0,70,0,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
111,NA,"2025-03-08 08:00:34",75,0,65,0,NA,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"We would have a massive increase in HIV transmission. It would be disastrous. I can for PLWH in Scott County IN- it would be another outbreak like this but all over the country. ","Complete"
112,NA,"2025-03-08 08:59:49",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
113,NA,"2025-03-08 09:56:57",50,0,20,0,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"The support services - patient navigation, social work, care coordinators,  transportation, housing support- are all critical to keeping people in care on meds.  Not simply prescribing and providing meds. The most vulnerable patients we serve will have the worst challenges with losing this system of care","Complete"
114,NA,"2025-03-08 13:12:31",75,0,50,0,25,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"taking away from social services affects those who need those services as a function of remaining in care. For example, those who receive assistance through HOPWA and behavioral health services, require those services to stay houses and sober.  Without those services, their ability to focus on their medical care, viral suppression is significant affected and likely reduced.  ","Complete"
115,NA,"2025-03-08 14:30:35",100,0,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ryan White provides a safety net for those who have no other options.","Complete"
116,NA,"2025-03-08 15:59:40",90,0,95,0,90,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","Complete"
117,NA,"2025-03-09 00:00:37",80,0,60,0,60,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Cuts to Ryan White will be devastating to viral suppression at an individual and population level.","Complete"
118,NA,"2025-03-09 13:21:44",NA,1,NA,1,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"I understand and appreciate what you are trying to do but really cannot provide estimates. ","Complete"
119,NA,"2025-03-09 18:55:16",50,0,75,0,NA,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
120,NA,"2025-03-09 21:40:40",50,0,30,0,30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","Complete"
121,NA,"2025-03-10 02:46:42",20,0,20,0,10,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Of all the patients coming off ADAP, they would need to go on Pharmaceutical Assistance Programs, and I would imagine that the drug companies would prefer not to shift those costs back to them, and that they should support the ongoing activities of Ryan White.  ","Complete"
122,NA,"2025-03-10 07:31:46",100,0,70,0,50,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A considerable amount of jobs will be eliminated. Ryan White funding can impact those not directly funded, such as pharmacies filling prescriptions. ","Complete"
123,NA,"2025-03-10 08:41:27",75,0,40,0,90,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
124,NA,"2025-03-10 08:48:33",NA,1,NA,1,NA,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
125,NA,"2025-03-10 09:18:51",75,0,75,0,NA,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"transportation services for medical appointments will be affected.  Case management services to help clients get to medical appointments will be affected.  Inability to receive injection ART medication administration and management will be affected.  Food insecurity will get worse.  Lack of getting secure housing will get worse.  Clients will not be able to afford HIV medications without Ryan White programs in place and efficiently running.  The PLWH health will regress and they will go from being virally suppressed to AIDS status and the increase in opportunistic infections will rise.  Mortality and morbidity rates will rise.  HIV transmission rates will greatly increase.","Complete"
126,NA,"2025-03-10 11:14:45",75,0,25,0,NA,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","Complete"
127,NA,"2025-03-10 11:37:57",75,0,90,0,NA,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Many patients remain compliant because they want other services like food, transportation, or housing assistance. If the incentives for staying in care are removed, I have no doubt you will see a rise in community cases. ","Complete"
128,NA,"2025-03-10 11:57:51",30,0,NA,1,65,0,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This would be disastrous for the community. We are already seeing an uptick in HIV infections. Cuts to the Ryan White program funding would increase HIV infections, increase patient's viral load via decreasing their access to care, and increase the overall cost that HIV contributes to the healthcare system. ","Complete"
129,NA,"2025-03-10 12:54:52",100,0,100,0,100,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
130,NA,"2025-03-10 13:14:00",50,0,25,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patients are expressing concern about losing insurance coverage.  We do not receive Ryan White funding to provide medical care.  All patients have insurance through ACA, medicare or medicaid.  Without Ryan White assistance, most of our patients cannot afford their antiretrovirals.   We heavily depend on 340B dollars to keep the light on.  ","Complete"
131,NA,"2025-03-10 13:23:24",50,0,20,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
132,NA,"2025-03-10 14:00:21",50,0,20,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
133,NA,"2025-03-10 15:53:49",10,0,20,0,20,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Many of our clients receiving care under Ryan White funded services benefit from the enhanced case management they receive through this program. If this goes away I suspect we would have a significant amount of clients not only with detected HIV viral loads but worsening of other chronic diseases as well and increased ER utilization, increased STIs, increased incarcerations, and increase in homelessness. ","Complete"
134,NA,"2025-03-10 15:56:04",80,0,NA,1,NA,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"it would be devastating, both on an individual and public health level","Complete"
135,NA,"2025-03-10 16:36:53",75,0,NA,1,100,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Ryan White removes other concerns that assist with patient care. Financial fear, food insecurity and home insecurity these are all barriers to care for patients.","Complete"
136,NA,"2025-03-10 17:42:46",95,0,70,0,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"The Ryan White Program is critical to the success of USA control on HIV epidemic","Complete"
137,NA,"2025-03-10 19:21:11",90,0,NA,1,NA,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RWHAP also includes Part F, which encompasses the AETC Program.  If possible, would please consider the additional and compounding impacts of zeroing out Part F activities which are focused on ensuring that PWH receive appropriate care by sufficiently trained providers.  Thank you for this work!","Complete"
138,NA,"2025-03-11 00:40:36",20,0,0,0,10,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
139,NA,"2025-03-11 06:09:51",40,0,50,0,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","Complete"
140,NA,"2025-03-11 06:16:40",40,0,40,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"housing, food, transportation -wrap around services","Complete"
141,NA,"2025-03-11 08:00:22",50,0,50,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cuts would have a major detrimental impact to our patients--physically and mentally.","Complete"
142,NA,"2025-03-11 08:24:46",100,0,10,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
143,NA,"2025-03-11 09:33:22",100,0,50,0,25,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Thank you so much for doing this. ","Complete"
144,NA,"2025-03-11 10:12:45",80,0,40,0,80,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Complete"
145,NA,"2025-03-11 10:35:59",90,0,60,0,NA,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
146,NA,"2025-03-11 11:21:57",75,0,90,0,10,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"retaining providers - it has already been  tough to recruit to our clinic, but will definitely affect staff retention - who are knowledgeable in the care of patients living with HIV","Complete"
