RC-EVER USED NEEDLE TO INJECT DRUGS,AGE WHEN FIRST USED COCAINE,RECODE - FINAL EDITED AGE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,22,Overall,0.051266463383715224,0.011657654005828853,0.03231095186729686,0.08041825191199771,0.051266463383715224,0.011657654005828853,0.03231095186729686,0.08041825191199771,1.0,0.0,N/A,N/A,240910.32737291002,37,56347.33915900164
Overall,22,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,22,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,22,11 - Respondent is 22 or 23 years old,0.00021595504898251367,0.00021509497370340316,2.9202818431037642e-05,0.001595084080086298,0.013021624965542933,0.013098204626185894,0.0017006142987055078,0.09270798813336548,0.004212403874364225,0.003947208183671828,0.0006386145357875017,0.027240545990470467,1014.8115964,1,1014.8115964
Overall,22,12 - Respondent is 24 or 25 years old,0.002502053522857359,0.0015302234461365002,0.0007315390045478288,0.008521132651414782,0.08718447562133248,0.05022867898962969,0.02618076218061218,0.25335196411941546,0.04880487862270086,0.02897825168901786,0.014433332747821945,0.1523740088867845,11757.599286390001,5,7256.576337608523
Overall,22,13 - Respondent is between 26 and 29 years old,0.0033098567231168133,0.0017806230438492908,0.001121820827440744,0.009723964368886956,0.04241385951290256,0.02401755143531156,0.013325012581185207,0.12684101330852357,0.06456183057417977,0.03501981645269808,0.021081052462805033,0.18113017659729902,15553.611739420001,5,8344.562900954372
Overall,22,14 - Respondent is between 30 and 34 years old,0.005914368124355835,0.003070911530824628,0.002079500988455288,0.01670285468405691,0.05183857419176118,0.026350169218389397,0.018285639083930702,0.13828640190010252,0.11536524530838872,0.06667820996451154,0.033916097830789305,0.32634071410276677,27792.6790147,5,14291.54301468272
Overall,22,15 - Respondent is between 35 and 49 years old,0.020043575545069005,0.007075563892490395,0.009823153400577716,0.040463210396578124,0.07134257696255437,0.02359061151008741,0.036213653968102215,0.13574851087376794,0.3909685635041453,0.09050274262400151,0.23029167771873985,0.5793679999542135,94188.3646263,14,33525.6863057984
Overall,22,16 - Respondent is between 50 and 64 years old,0.014437885745769199,0.006952682281190517,0.005460366666032795,0.037617272926810705,0.042983672415222406,0.02048525626696759,0.016250659006540727,0.10882860356720195,0.2816243757191839,0.1049153242502777,0.12153004538723021,0.5262716278495748,67846.2205507,5,33335.02556250739
Overall,22,17 - Respondent is 65 years old or older,0.004842768673564495,0.0034326683539086947,0.001162456900188389,0.019942229813552703,0.037806802629263364,0.02670573670878144,0.008913211153580763,0.14651690935431755,0.09446270239703719,0.06412484555964129,0.02261994656956053,0.319819089090591,22757.040559,2,16103.105697028202
Overall,22,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,22,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,22,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,22,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,22,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,22,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,22,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,22,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,23,Overall,0.010787428939495794,0.003933673009770682,0.005173891064097547,0.022354650037310644,0.010787428939495794,0.003933673009770682,0.005173891064097547,0.022354650037310644,1.0,0.0,N/A,N/A,50692.06779244,14,18558.477522275538
Overall,23,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,23,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,23,11 - Respondent is 22 or 23 years old,0.00015660165930637523,0.00015763476163696267,2.0732758852172476e-05,0.0011818138971336888,0.009442743228635805,0.009665014844544422,0.0011949475879395118,0.0705950193887818,0.014517051299685764,0.015837086098637845,0.0015918210417258973,0.11979927875582046,735.89934863,1,735.89934863
Overall,23,12 - Respondent is 24 or 25 years old,0.0013490096171818958,0.0009488242411771521,0.00032816672342195175,0.00552787414839127,0.04700646689117334,0.03362615493521405,0.010803523948354456,0.182183246629125,0.12505385896381616,0.0772055037666951,0.03348193647676906,0.37095040513786237,6339.2386963,2,4511.786404955097
Overall,23,13 - Respondent is between 26 and 29 years old,0.002736713874126554,0.001784432805804578,0.0007375038817700508,0.010100560670680584,0.035069372330688166,0.02286379471518499,0.009268530794249667,0.1237229586629856,0.25369473017863226,0.13614799145449574,0.07423821414128226,0.590330510566673,12860.3104608,3,8486.810726661111
Overall,23,14 - Respondent is between 30 and 34 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,23,15 - Respondent is between 35 and 49 years old,0.0035550110935430963,0.001806400662322376,0.0012794022612769608,0.009838260091753325,0.012653613222528446,0.006398429393764572,0.004560541328281049,0.03460920614467906,0.32955128728841093,0.15443990990943662,0.1077264167903416,0.6668000638273285,16705.63619631,6,8370.705978693133
Overall,23,16 - Respondent is between 50 and 64 years old,0.002990092695337871,0.00253860299912771,0.0005419217694750284,0.016317487628611797,0.00890193807948749,0.007473845230419476,0.0016357331339331269,0.046928630991271564,0.2771830722694548,0.18685279910774846,0.05563503427447144,0.7139699568619593,14050.983090400001,2,11914.13395181123
Overall,23,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,23,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,23,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,23,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,23,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,23,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,23,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,23,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,23,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,24,Overall,0.051542281661026486,0.01690950683412769,0.026411393329484736,0.09817435989840088,0.051542281661026486,0.01690950683412769,0.026411393329484736,0.09817435989840088,1.0,0.0,N/A,N/A,242206.44704055996,24,81498.38856974564
Overall,24,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,24,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,24,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,24,12 - Respondent is 24 or 25 years old,0.0004048164761931449,0.0003985046418740415,5.602174817075765e-05,0.00291888881301749,0.014105898166186846,0.013432870187570063,0.0020516680411077444,0.09055612250166256,0.007854065888186037,0.008193061451207012,0.0009570690363380096,0.061398809793574004,1902.3053936,1,1902.3053936
Overall,24,13 - Respondent is between 26 and 29 years old,0.0014922307324380369,0.0012354099128396045,0.0002825562435067452,0.007840126745523463,0.01912205570846061,0.015852141554529946,0.0035574151667854426,0.0962108537652611,0.028951584686371806,0.02502184534419199,0.004964650873957344,0.15121959000930638,7012.26046308,3,5728.853835025442
Overall,24,14 - Respondent is between 30 and 34 years old,0.003298754764154767,0.0025529650324203363,0.0006952730342490396,0.015499881848535782,0.028913104491730866,0.02317626874793891,0.005640725688586432,0.13515170974174065,0.06400094558966932,0.050730312278861496,0.01232575536228662,0.27254046245285507,15501.441638510001,3,11913.746871618576
Overall,24,15 - Respondent is between 35 and 49 years old,0.0047486147242318715,0.002083936866399912,0.001963997628803399,0.011436108843536472,0.01690209467204445,0.0073948634691716935,0.006983843218249502,0.04033383657278122,0.09213047174476406,0.04850423714530212,0.030689693309189015,0.24543080166285713,22314.594225470002,7,9980.959915948899
Overall,24,16 - Respondent is between 50 and 64 years old,0.03154895296571241,0.013362613463392146,0.013352619142867886,0.0727148892838257,0.09392579240480713,0.03832810560422701,0.04026365452816786,0.20391171730604007,0.6120984936832558,0.16311008771886248,0.2842088725155085,0.8624704953986231,148254.2013939,9,64328.71855254339
Overall,24,17 - Respondent is 65 years old or older,0.010048911998296267,0.010041882615066743,0.0013346912416836677,0.07158039142126417,0.07845041920591829,0.07400736660481298,0.010774967744238518,0.39951572795929485,0.19496443840775324,0.16581058219173248,0.02819593163851117,0.6690381459977413,47221.643926,1,47221.643926
Overall,24,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,24,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,24,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,24,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,24,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,24,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,24,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,24,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,25,Overall,0.054462525771589734,0.013516106256347391,0.03288115838673226,0.08890654387341711,0.054462525771589734,0.013516106256347391,0.03288115838673226,0.08890654387341711,1.0,0.0,N/A,N/A,255929.19907474995,28,67815.66914013417
Overall,25,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,25,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,25,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,25,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,25,13 - Respondent is between 26 and 29 years old,0.0010503469243958244,0.0010418210901476921,0.0001430842366194157,0.007666235706505701,0.01345957563056772,0.013492758466568888,0.0017691326071698251,0.09504525350326125,0.01928568147575219,0.01909979728278201,0.002580378544721267,0.13004045747199866,4935.7690137,1,4935.7690137
Overall,25,14 - Respondent is between 30 and 34 years old,0.002408554928883285,0.0014496983269796256,0.0007181035973510599,0.008046369397336293,0.021110632742267287,0.012086786597287952,0.0066172721503019085,0.06526233799811729,0.04422407691821929,0.0276002822200957,0.012311915959426274,0.1465764434050878,11318.2325855,3,6873.432689897377
Overall,25,15 - Respondent is between 35 and 49 years old,0.008400842674680565,0.003444058243549813,0.003679091019988596,0.019066530408685743,0.029901739024610047,0.012003292391295328,0.013247398802238596,0.06609119162466746,0.15424996464381474,0.07208577922773675,0.0567055362836864,0.35622375007473467,39477.0699086,8,15922.95940078211
Overall,25,16 - Respondent is between 50 and 64 years old,0.011025857784860628,0.005237298733131928,0.004230775534676631,0.028423058838262315,0.03282557207243155,0.016122142110858582,0.012090778988796501,0.08602271681723142,0.20244852086188486,0.09091987430697016,0.0757124722780184,0.44027619775186355,51812.48779805,7,25318.846263402924
Overall,25,17 - Respondent is 65 years old or older,0.031576923458769446,0.012089694949512852,0.014523978001703066,0.06728507993411402,0.24651652666414597,0.08926315939425562,0.1108072301456474,0.46206452519143687,0.5797917561003291,0.10588224972773035,0.3656336304904174,0.7676041523833356,148385.6397689,9,58843.752277084546
Overall,25,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,25,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,25,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,25,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,25,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,25,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,25,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,25,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,Overall,0.01272423889707701,0.005702786374334239,0.0051517973328306975,0.03107942029110288,0.01272423889707701,0.005702786374334239,0.0051517973328306975,0.03107942029110288,1.0,0.0,N/A,N/A,59793.4859544,8,26736.973802310495
Overall,26,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,13 - Respondent is between 26 and 29 years old,0.0037728763855335973,0.003762214060128097,0.0005069426201238061,0.027500389287714918,0.04834718308437244,0.04820432978073361,0.006155977248657455,0.2941261283063894,0.2965109674575739,0.23099820506386215,0.0435934100857832,0.7958151092707599,17729.424368,1,17729.424368
Overall,26,14 - Respondent is between 30 and 34 years old,0.0018789900794474897,0.0015611419990135753,0.00035357019385108665,0.009920270654958867,0.01646907405677098,0.013536383211192821,0.0031156454859255847,0.08232782330134689,0.14767013529423187,0.12207328269769728,0.024101982134842232,0.5486156013539706,8829.7121606,3,7313.412737327979
Overall,26,15 - Respondent is between 35 and 49 years old,0.005060534608579243,0.003393256217882401,0.001312031802713324,0.019311500537962868,0.0180123341253379,0.01206107294010909,0.004641227008700773,0.06730024185689706,0.39770823618705714,0.21533804747026605,0.09790920562787973,0.8006924729014475,23780.3618344,3,16052.08374136982
Overall,26,16 - Respondent is between 50 and 64 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,17 - Respondent is 65 years old or older,0.00201183782351668,0.002039403465497475,0.0002620070465316992,0.015269533114761076,0.015706130241359948,0.01615381434952724,0.0019525830204383018,0.11515849505527369,0.1581106610611371,0.14863466278875864,0.01954795392325042,0.6388638441208734,9453.9875914,1,9453.9875914
Overall,26,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,26,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,Overall,0.010713279469628608,0.006615618349948603,0.0030815117246504424,0.03655309224249648,0.010713279469628608,0.006615618349948603,0.0030815117246504424,0.03655309224249648,1.0,0.0,N/A,N/A,50343.62610403,5,31606.893753523025
Overall,27,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,13 - Respondent is between 26 and 29 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,14 - Respondent is between 30 and 34 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,15 - Respondent is between 35 and 49 years old,0.0014338497628050115,0.0014487686994034783,0.00018810364241692972,0.010840295680493281,0.005103607229440794,0.005172499688817354,0.0006625142328504031,0.038177769519086295,0.13383854746530924,0.1420508655373732,0.01301379925269757,0.644230043098698,6737.9177919,1,6737.9177919
Overall,27,16 - Respondent is between 50 and 64 years old,0.009279429706823595,0.0064520805039573696,0.002282304953630925,0.03693432103609929,0.0276262032919238,0.0193119409481054,0.0066600982546575925,0.10745426026263002,0.8661614525346907,0.14205086553737323,0.3557699569013019,0.9869862007473024,43605.708312129995,4,30880.352921818918
Overall,27,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,27,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,Overall,0.019272082433516687,0.007696611384174876,0.008598342509256,0.04262620305087987,0.019272082433516687,0.007696611384174876,0.008598342509256,0.04262620305087987,1.0,0.0,N/A,N/A,90562.97980740001,10,36980.70650243559
Overall,28,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,13 - Respondent is between 26 and 29 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,14 - Respondent is between 30 and 34 years old,0.0021354248532116206,0.0015092474594042384,0.0005156467659974293,0.00879854797826916,0.018716687456142737,0.012957409557504764,0.00460280073847452,0.07293773833045086,0.11080405350995362,0.08275722848718856,0.022540545890324115,0.4024018199561787,10034.7452606,2,7112.834035434987
Overall,28,15 - Respondent is between 35 and 49 years old,0.004893829386238258,0.0025488963453935355,0.00171580663833719,0.013876374901356467,0.01741896793036041,0.00905115228233109,0.006091189686479833,0.04877911109821722,0.25393360593597525,0.13981929954140446,0.07175067512009739,0.5997970577754135,22996.9840268,5,12108.422338459748
Overall,28,16 - Respondent is between 50 and 64 years old,0.004145246271850601,0.004138292112860788,0.0005554505733220875,0.030233547847627752,0.012340997218506216,0.012227587001478203,0.0016631482358381083,0.08568926492465416,0.21509072961630096,0.18459773558251058,0.029578067997049467,0.7112949140855097,19479.257403,1,19479.257403
Overall,28,17 - Respondent is 65 years old or older,0.008097581922216207,0.005923205233992655,0.0018526741141816757,0.03466155323404661,0.06321666429757086,0.04312626831729131,0.015389119592763983,0.22562491931093184,0.42017161093777006,0.21174057714147393,0.11227204079805238,0.8059025653104871,38051.993117000005,2,28123.38679648663
Overall,28,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,28,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,29,Overall,0.0030102339694807008,0.0015386662116464234,0.0010770115216368933,0.008384440652000105,0.0030102339694807008,0.0015386662116464234,0.0010770115216368933,0.008384440652000105,1.0,0.0,N/A,N/A,14145.6305583,4,7317.623780148695
Overall,29,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,29,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,29,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,29,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,29,13 - Respondent is between 26 and 29 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,29,14 - Respondent is between 30 and 34 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,29,15 - Respondent is between 35 and 49 years old,0.0018717876211909036,0.001316426439800401,0.0004552290204246171,0.007662529878127062,0.006662391753512304,0.004734985454236853,0.0015912285016335436,0.02745073785831334,0.6218080189673124,0.2371298363029975,0.1782674024391327,0.9257103146556068,8795.8665145,2,6228.95035328446
Overall,29,16 - Respondent is between 50 and 64 years old,0.0011384463482897972,0.0008128869776328676,0.0002710973295431837,0.004767558979598701,0.003389319306085683,0.0023855769746360636,0.0008225601831826753,0.013854467696352544,0.37819198103268764,0.23712983630299747,0.07428968534439319,0.8217325975608674,5349.7640438,2,3840.285833647682
Overall,29,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,29,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,29,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,29,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
