RECODE - FINAL EDITED AGE,RC-MOST RECENT USE OF ANY DRUG WITH A NEEDLE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
1 - Respondent is 12 years old,2 - More than 30 days ago but within the past 12 mos,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
8 - Respondent is 19 years old,97 - REFUSED,6.123064480589341e-06,4.415094524365937e-06,1.4387398968504748e-06,2.6058460543558452e-05,0.008927759438757355,0.0063371268127210235,0.002132796691354988,0.0365775317765963,0.00038825760713832364,0.00028231991417653683,9.009679177560821e-05,0.0016714841718017104,1639.11061823,2,1181.6597517167259
4 - Respondent is 15 years old,9 - At some point in the lifetime LOG ASSN,6.20840879321087e-06,6.205982865042256e-06,8.337041064593909e-07,4.623103562418434e-05,0.030065813187509033,0.03578155813652071,0.0026294741600998484,0.2671089391448348,0.0003868248151885024,0.00038837220074833587,5.146660669588644e-05,0.002901049118600094,1661.9568204,1,1661.9568204
1 - Respondent is 12 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.014185107303652869,0.0004886731087855879,0.013236320955569342,0.01520085547920402,0.014443009799049616,0.0004996775636664709,0.013472988744096533,0.015481773913460572,0.995551007431909,0.0021210496588318114,0.9884421155064861,0.998294985371841,3797275.0533424816,2062,130202.07119638773
2 - Respondent is 13 years old,Overall,0.014814475003418336,0.00040924747982213163,0.014014547412263961,0.01565933601608137,0.014814475003418336,0.00040924747982213163,0.014014547412263961,0.01565933601608137,1.0,0.0,N/A,N/A,3965753.3182255058,2222,111287.08532666786
11 - Respondent is 22 or 23 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.03166825215360126,0.0007745664915097772,0.03014891507451573,0.03326152946991743,0.032244019476359825,0.0007948007456486795,0.030685256742558342,0.03387919733336865,0.9888204664238217,0.0020000666780647033,0.9839998161286739,0.9922002291724485,8477416.58287368,3559,177965.98426618625
16 - Respondent is between 50 and 64 years old,9 - At some point in the lifetime LOG ASSN,0.00013832003581425316,0.00013833974335326804,1.855179761959232e-05,0.001030501219984599,0.669850278130621,0.2477428319147643,0.17616238161434697,0.9506206698061983,0.0005932675693130784,0.000589271130295933,8.063600075807622e-05,0.004350699292350384,37027.511328,1,37027.511328
6 - Respondent is 17 years old,3 - More than 12 months ago,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
7 - Respondent is 18 years old,3 - More than 12 months ago,2.13039077019413e-05,1.531641056983811e-05,5.027011388740971e-06,9.027880184282115e-05,0.0015935615663837193,0.0011566014275067457,0.00037048725265292985,0.006826746290201112,0.0012237460752582735,0.0009018119573240798,0.00027828407573922463,0.005364152120602951,5702.9386894,2,4095.0620595072996
6 - Respondent is 17 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.01567451380137158,0.000478397048335345,0.014742052454970817,0.01666495740236802,0.01595949551754538,0.0004832128501542999,0.015017415042547907,0.01695965750457886,0.9968653362374208,0.0020230254908229317,0.9885895430248993,0.9991440468054269,4195980.964902068,2256,133865.2877260658
14 - Respondent is between 30 and 34 years old,3 - More than 12 months ago,0.0013593265329592602,0.00016326407833756502,0.001067918663365526,0.0017301144841050235,0.10167949229765573,0.01174006106291619,0.08040462393246445,0.12780130691437935,0.01720786122535152,0.0021022052496088082,0.0134570454103615,0.021980830173278492,363884.2218432499,104,43981.16050993301
13 - Respondent is between 26 and 29 years old,98 - MISSING,6.432428905343168e-05,4.346213806287198e-05,1.6556356243340832e-05,0.0002498764782529421,0.10032769702524864,0.05867140280362102,0.02933568441448508,0.2915224082891671,0.001002479169943031,0.0006728777146281969,0.00026019957776862387,0.0038541199910102596,17219.257698790003,3,11635.014877837506
Overall,97 - REFUSED,0.0006858455945853311,0.00017614252136781313,0.00040941373127913975,0.0011487068698043405,1.0,0.0,N/A,N/A,0.0006858455945853311,0.00017614252136781313,0.00040941373127913975,0.0011487068698043405,183597.08608570506,39,46818.95373391448
15 - Respondent is between 35 and 49 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.22113270581222147,0.0027404904521512383,0.2156773532937412,0.22668616477076353,0.22515316723151016,0.0027160984091884454,0.21974464794360704,0.23065545315796024,0.9793984857509339,0.0015248196024789172,0.9761022618383725,0.9822483286555044,59196006.719147995,10918,837718.513086559
16 - Respondent is between 50 and 64 years old,1 - Within the past 30 days,0.00026214327436433507,0.00010145070582826026,0.00012048280529537828,0.0005702693488866495,0.17226726495876885,0.05774481688960717,0.08447482932605802,0.31946269853745274,0.0011243570194179697,0.0004311009766829813,0.0005203920448467645,0.00242757886417976,70174.3099179,8,27205.86677949607
13 - Respondent is between 26 and 29 years old,Overall,0.06416521258699781,0.0013365008929362412,0.061532505515228,0.06690253153932944,0.06416521258699781,0.0013365008929362412,0.061532505515228,0.06690253153932944,1.0,0.0,N/A,N/A,17176673.805370484,4081,356578.5223539854
2 - Respondent is 13 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.01475351974365119,0.000406728698256617,0.013958472612791274,0.015593135074029154,0.015021756668217352,0.0004157553316742704,0.014209145520299617,0.015880091854836086,0.9958854255886166,0.0016070376992636116,0.9909989177940685,0.9981241672596205,3949435.931100476,2214,110665.48026628437
2 - Respondent is 13 years old,9 - At some point in the lifetime LOG ASSN,2.677994266738079e-06,2.6762803387756405e-06,3.5979941835271536e-07,1.993206717788203e-05,0.012968874638057772,0.015619556700162327,0.0011315679764954867,0.13224193271328485,0.00018076875934652765,0.00018047522822061781,2.4330115674514312e-05,0.0013417325140411376,716.88430721,1,716.88430721
4 - Respondent is 15 years old,1 - Within the past 30 days,7.371466011445127e-06,7.376702741187372e-06,9.87698458810569e-07,5.5013014097343644e-05,0.004844153608775335,0.004807132498776381,0.0006564298605234508,0.0348168781573922,0.00045929095079302347,0.0004606534027201724,6.123010804346526e-05,0.0034362777445312315,1973.3008283,1,1973.3008283
10 - Respondent is 21 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.015395296703823953,0.0005086202077356377,0.014406375386810605,0.016450969143361433,0.015675201913724415,0.0005222144447801077,0.01466011539472693,0.016759378941810534,0.9895302495094379,0.0033467665402409554,0.980157548480873,0.9945005393614829,4121236.0866090944,1712,136360.03887241395
10 - Respondent is 21 years old,Overall,0.015558187040220559,0.0005213451867276943,0.014544987181816616,0.016640774297584402,0.015558187040220559,0.0005213451867276943,0.014544987181816616,0.016640774297584402,1.0,0.0,N/A,N/A,4164840.9320000145,1734,138961.47608898988
15 - Respondent is between 35 and 49 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
7 - Respondent is 18 years old,1 - Within the past 30 days,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
3 - Respondent is 14 years old,9 - At some point in the lifetime LOG ASSN,3.38333363144417e-06,3.3835202621217266e-06,4.5393000489029643e-07,2.521694962080437e-05,0.01638466156179254,0.019686965723445454,0.0014302544947197857,0.16228730388206636,0.00020576789199902088,0.00020544117980681665,2.769201730928905e-05,0.0015272269132787736,905.69976813,1,905.69976813
15 - Respondent is between 35 and 49 years old,2 - More than 30 days ago but within the past 12 mos,0.0003861299628738733,0.0001080177885900657,0.00022013463907606242,0.0006772113855431264,0.2705200945426094,0.06619039008568334,0.1590002394350503,0.4210937114955247,0.0017101726293842284,0.00047488226565042655,0.000978859326921842,0.00298622252254516,103364.8631612,19,28821.18232698033
10 - Respondent is 21 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
16 - Respondent is between 50 and 64 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.22656052268922675,0.0037125444676803913,0.2191905277261096,0.23410402622084203,0.23067966841785273,0.0037385081338034546,0.22325635413173892,0.23827409267209732,0.9717392697803781,0.0027043558632173655,0.9657698693065414,0.9766927880007822,60649003.38529629,5000,1221377.9263880071
14 - Respondent is between 30 and 34 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
16 - Respondent is between 50 and 64 years old,2 - More than 30 days ago but within the past 12 mos,0.0003094613878631201,0.0001235940396724494,0.00013873542000636025,0.0006901354546574172,0.21680659868750843,0.0731739860318443,0.1043369034927509,0.39680185138255875,0.0013273088334097057,0.0005328093121265665,0.0005924671170509125,0.002970871276746393,82841.10813901,11,33251.16538919505
9 - Respondent is 20 years old,Overall,0.015456182773191614,0.0004499823155464494,0.014577900948182251,0.016386498959847326,0.015456182773191614,0.0004499823155464494,0.014577900948182251,0.016386498959847326,1.0,0.0,N/A,N/A,4137534.951845479,1732,123194.3587177758
3 - Respondent is 14 years old,1 - Within the past 30 days,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
8 - Respondent is 19 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,267694489.16079956,57146,2461297.8146322267
13 - Respondent is between 26 and 29 years old,2 - More than 30 days ago but within the past 12 mos,0.00013853488967060373,6.702796830158847e-05,5.241869773507686e-05,0.0003660754945761915,0.09705662614787322,0.0398497203656391,0.041340717060705044,0.2113107334427852,0.0021590342194031152,0.001045026631876164,0.0008160411839892381,0.005699639202156874,37085.02652132,8,17975.619033284496
14 - Respondent is between 30 and 34 years old,Overall,0.07899450810055518,0.0015879147581553468,0.07586337740786857,0.08224336985615213,0.07899450810055518,0.0015879147581553468,0.07586337740786857,0.08224336985615213,1.0,0.0,N/A,N/A,21146394.492486764,5003,458085.0596250249
5 - Respondent is 16 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.015679433516578994,0.00043761953207408183,0.01482426829556819,0.016583100134774546,0.015964504679156086,0.0004469723345719306,0.015091130864489698,0.01688755687314113,0.9978653137527241,0.001003659577292693,0.994518716791921,0.9991703507813504,4197297.945551333,2310,115675.45262886012
10 - Respondent is 21 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
7 - Respondent is 18 years old,97 - REFUSED,3.161405168007203e-06,3.1597430733218127e-06,4.2464993733714555e-07,2.3535400529596666e-05,0.004609499853853577,0.004736383263992943,0.0005820215799585021,0.03551597461459626,0.00018159847577153653,0.00018097708416115062,2.453020813607635e-05,0.001343032729184565,846.29074148,1,846.29074148
15 - Respondent is between 35 and 49 years old,1 - Within the past 30 days,0.00039371985934187473,0.00010094680227629079,0.00023524227098041994,0.0006588899817297565,0.2587327235201561,0.05764649718574059,0.1602620179399102,0.3896338576827625,0.0017437883402781171,0.00044780771334931955,0.0010408748332791796,0.0029199990628111013,105396.63661898501,21,27183.94454938625
2 - Respondent is 13 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
11 - Respondent is 22 or 23 years old,97 - REFUSED,1.412281606409558e-05,1.2341183286866315e-05,2.4414809143444585e-06,8.168926719329562e-05,0.020591830253913597,0.01834991536697167,0.003369669941117154,0.1156235641383213,0.00044097569704770604,0.0003850807847682041,7.629536266070136e-05,0.002544337648992257,3780.6000317900002,2,3296.9425950051354
4 - Respondent is 15 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.015979099128451593,0.0005211108066193239,0.0149654510355275,0.017060215088945084,0.016269618576151394,0.0005337767288531805,0.015231522732140177,0.017377216788403444,0.9956032653650846,0.0015403659535440709,0.9911258078131585,0.9978265837520186,4277516.778440626,2359,138088.26173218782
12 - Respondent is 24 or 25 years old,3 - More than 12 months ago,0.0003077675125882555,6.59149848257041e-05,0.000200165402952169,0.00047318547895015,0.023021432795518073,0.004770610316811239,0.015156249492948417,0.03482385094586622,0.009004525364986088,0.001863208756972432,0.0059383470087979616,0.01363216887809769,82387.66706260301,46,17734.32095629893
2 - Respondent is 13 years old,2 - More than 30 days ago but within the past 12 mos,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
4 - Respondent is 15 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
2 - Respondent is 13 years old,97 - REFUSED,2.5227597250772738e-05,1.787014379245669e-05,6.080852965279005e-06,0.00010465526794594288,0.036783202297924776,0.02739701143971104,0.00801502402719608,0.15289356965322257,0.001702901874345979,0.0012086956878317717,0.00040883258497253637,0.007064114717621748,6753.288758799999,2,4780.216740182768
17 - Respondent is 65 years old or older,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
17 - Respondent is 65 years old or older,98 - MISSING,0.00022628359276613162,0.00017536712455944,4.770354133054311e-05,0.0010726678360402796,0.35293840119969466,0.19455478636214188,0.08970240615638522,0.7511916829588984,0.0012966394422185765,0.0010096876315034227,0.0002710952932900759,0.006177807841349905,60574.870771,2,46934.61738865301
1 - Respondent is 12 years old,1 - Within the past 30 days,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
14 - Respondent is between 30 and 34 years old,2 - More than 30 days ago but within the past 12 mos,0.00025877039771326723,7.568097453948078e-05,0.00014380716574526831,0.0004655954655482606,0.1812928267291382,0.04833353391073085,0.10324457236846392,0.29869008818272236,0.003275802380892964,0.0009673764597345283,0.0018092936729792214,0.005923923812036881,69271.40942579,18,20374.34482533735
Overall,1 - Within the past 30 days,0.001521724248812318,0.00019350653704284493,0.0011786674978848319,0.001964432913191399,1.0,0.0,N/A,N/A,0.001521724248812318,0.00019350653704284493,0.0011786674978848319,0.001964432913191399,407357.1954294149,85,51911.33049722979
5 - Respondent is 16 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
11 - Respondent is 22 or 23 years old,Overall,0.032026291150842566,0.0007887635906607197,0.03047934576931947,0.03364902507152168,0.032026291150842566,0.0007887635906607197,0.03047934576931947,0.03364902507152168,1.0,0.0,N/A,N/A,8573261.649339836,3605,180064.7086240333
6 - Respondent is 17 years old,97 - REFUSED,2.873631496343286e-05,2.87277317383129e-05,3.858080011391673e-06,0.00021400368633109408,0.04189910264103557,0.03754367871105072,0.0066387947583543645,0.2224901551939489,0.0018275677728351784,0.001827023222737729,0.0002448604831032618,0.013502272615790047,7692.5531545,1,7692.5531545
9 - Respondent is 20 years old,2 - More than 30 days ago but within the past 12 mos,3.711237643144886e-05,2.5572725246968236e-05,9.298986054704105e-06,0.0001481036646894185,0.026000685122215796,0.0183915777201901,0.0061693817615406776,0.10297409701994895,0.002401134677044542,0.0016500013944818715,0.0006030152001727345,0.009510010851773273,9934.77865036,5,6821.840569142941
4 - Respondent is 15 years old,3 - More than 12 months ago,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
8 - Respondent is 19 years old,3 - More than 12 months ago,8.77358967332798e-05,4.443129496436818e-05,3.172552324594051e-05,0.0002426067615995014,0.006562765619456063,0.0031837062001564345,0.0024711906563892124,0.01731123713558697,0.0055632485063295675,0.0028307244125230437,0.0019977808861780747,0.015393903557282642,23486.416057079998,9,11815.14040005066
Overall,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.9821434383147951,0.000906105566416231,0.9802294228882109,0.9838752035666178,1.0,0.0,N/A,N/A,0.9821434383147951,0.000906105566416231,0.9802294228882109,0.9838752035666178,262914386.00231034,56253,2454377.021053453
4 - Respondent is 15 years old,Overall,0.01604966524752418,0.0005239148482911741,0.01503059175899532,0.017136629783972165,0.01604966524752418,0.0005239148482911741,0.01503059175899532,0.017136629783972165,1.0,0.0,N/A,N/A,4296406.939637823,2368,138861.1059648681
9 - Respondent is 20 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
5 - Respondent is 16 years old,1 - Within the past 30 days,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
4 - Respondent is 15 years old,98 - MISSING,3.100528599307236e-05,1.8422260208730266e-05,9.400157983986017e-06,0.00010226211374665362,0.048359476413493224,0.0325554630538179,0.01212371573624251,0.17383953405122937,0.0019318338117896405,0.0011273381943522449,0.0005977545109986221,0.00622479044721932,8299.9441952,3,4924.851400533596
1 - Respondent is 12 years old,97 - REFUSED,6.753274364994778e-07,6.748952240068689e-07,9.073319439172947e-08,5.026445191932703e-06,0.0009846639561894208,0.0010101134171423183,0.00012529330175100055,0.007692996873359926,4.739639224162449e-05,4.7412636692491345e-05,6.355015885788972e-06,0.0003533937254645986,180.78143313,1,180.78143313
8 - Respondent is 19 years old,98 - MISSING,1.0331920426791572e-06,1.0336829092160293e-06,1.385032523091293e-07,7.707253150000983e-06,0.0016114873518572087,0.0016941836997718643,0.00019466705518099585,0.013203985181556913,6.551370992035617e-05,6.564520943670405e-05,8.754725667911675e-06,0.0004900744490789052,276.57981607,1,276.57981607
6 - Respondent is 17 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
