RECODE - FINAL EDITED AGE,RC-MOST RECENT USE OF ANY DRUG WITH A NEEDLE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
1 - Respondent is 12 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
12 - Respondent is 24 or 25 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
1 - Respondent is 12 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
11 - Respondent is 22 or 23 years old,98 - MISSING,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
17 - Respondent is 65 years old or older,97 - REFUSED,5.4098684886206716e-06,5.407270639087246e-06,7.266023083947613e-07,4.027759520941907e-05,0.00696140879082022,0.007420888829990748,0.0008109205200824964,0.05709515769452486,2.9515651543632615e-05,2.954235251848209e-05,3.953142288808021e-06,0.00022033856699129635,1472.0432583,1,1472.0432583
11 - Respondent is 22 or 23 years old,97 - REFUSED,6.550910134751494e-06,5.171060619135423e-06,1.34193434092542e-06,3.197887898613196e-05,0.00842969907602313,0.006692923380470927,0.0016993295288364977,0.040728860445981355,0.00020759799110716957,0.00016471879148406297,4.2171522848079685e-05,0.0010212810335739491,1782.52449572,2,1411.7281692318627
12 - Respondent is 24 or 25 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.0313901990673272,0.0009202833357963307,0.02959349493217498,0.033292243787324,0.03195196247632053,0.0009404879456740905,0.030115988258727834,0.033895952309582936,0.9766994081368067,0.003623398225159036,0.9681979047228406,0.9829682238972371,8541377.856217595,3597,239313.46427304353
16 - Respondent is between 50 and 64 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
12 - Respondent is 24 or 25 years old,3 - More than 12 months ago,0.000368670214253374,7.425793143145005e-05,0.0002459947006788736,0.0005524891792036998,0.02855325117955702,0.006317023226334761,0.018263051631976522,0.04437930228921482,0.011471095780138997,0.0023406450402062486,0.007607499373745762,0.017262752048729603,100316.39485677499,45,20130.80279147187
3 - Respondent is 14 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
14 - Respondent is between 30 and 34 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
15 - Respondent is between 35 and 49 years old,8 - At some point in the past 12 months LOG ASSN,5.165646798095129e-06,5.158745265425587e-06,6.949946334816187e-07,3.839330291207762e-05,0.3315445798647251,0.3134219290828438,0.028147678941900893,0.8946669325301171,2.305621598823559e-05,2.302865247119868e-05,3.1010824046419637e-06,0.00017139849058801874,1405.5897218,1,1405.5897218
6 - Respondent is 17 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.015521208647714776,0.0003785586241798853,0.014778899992961952,0.01630018482472651,0.015798978376506095,0.0003802177916048411,0.015053174337527061,0.016581110959330736,0.9972996931880931,0.0010685524656524788,0.9940281957783471,0.9987811834383613,4223372.63809561,2346,89679.06553946498
14 - Respondent is between 30 and 34 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
16 - Respondent is between 50 and 64 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.2239273360302464,0.0028157986968355467,0.2183224900502012,0.22963380096840447,0.22793477107025165,0.002834725656059235,0.22229122640774723,0.23367854340526464,0.9755566903091398,0.002739373500583791,0.969406945538645,0.980495100709115,60931374.957775965,4855,938739.3939429625
15 - Respondent is between 35 and 49 years old,98 - MISSING,1.311164349698694e-05,1.0125721304168746e-05,2.779696833852783e-06,6.18443677915418e-05,0.04088848752000237,0.03354011637731436,0.0075924144034760135,0.19195863345973568,5.85221747136782e-05,4.5099633789874305e-05,1.2447024833415785e-05,0.00027510677790486336,3567.7219244,2,2754.9477184589614
16 - Respondent is between 50 and 64 years old,Overall,0.22953800456156684,0.0027934210966267725,0.2239754502107411,0.23519683791724993,0.22953800456156684,0.0027934210966267725,0.2239754502107411,0.23519683791724993,1.0,0.0,N/A,N/A,62458056.57738628,4997,962106.8240681946
11 - Respondent is 22 or 23 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
3 - Respondent is 14 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.015781904459379395,0.00041868021399465527,0.014962638042927152,0.01664527108662043,0.01606433963701215,0.00042414805550496684,0.015234265097240504,0.01693886475600779,0.995457474906931,0.0019627453283721616,0.9892058268230158,0.9980953351976632,4294308.83790068,2270,115739.85163259873
6 - Respondent is 17 years old,1 - Within the past 30 days,5.273370823261368e-06,4.3787936883741364e-06,9.948523741620362e-07,2.7951813639144744e-05,0.0028847886279562357,0.0023088661666079823,0.000576687199314647,0.014298545867672815,0.0003388351528203906,0.00028348712034892626,6.310214995908364e-05,0.001817229532806402,1434.9017883200002,2,1193.2528395513866
10 - Respondent is 21 years old,Overall,0.015193444966178573,0.0006337087118139144,0.013971725887741834,0.016520204045137415,0.015193444966178573,0.0006337087118139144,0.013971725887741834,0.016520204045137415,1.0,0.0,N/A,N/A,4134187.047219265,1614,173270.0631883891
4 - Respondent is 15 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
3 - Respondent is 14 years old,2 - More than 30 days ago but within the past 12 mos,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
4 - Respondent is 15 years old,97 - REFUSED,3.615858798972972e-05,2.4420766238265403e-05,9.312455365067361e-06,0.00014038642384201926,0.04652880431840764,0.030903287880800403,0.011900848641108193,0.1650805167659073,0.002323379986253706,0.0015689953278683298,0.0005976189308563531,0.00898785194959043,9838.87238514,4,6640.438598071356
17 - Respondent is 65 years old or older,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
16 - Respondent is between 50 and 64 years old,8 - At some point in the past 12 months LOG ASSN,1.041490288304515e-05,1.0406436111137302e-05,1.3997583392356663e-06,7.748759294952009e-05,0.668455420135275,0.3134219290828437,0.10533306746988293,0.9718523210580992,4.53733267523098e-05,4.525987532192286e-05,6.118615529618242e-06,0.0003363866251120512,2833.9298094,1,2833.9298094
4 - Respondent is 15 years old,98 - MISSING,2.1594181610694677e-05,1.4011518298467464e-05,5.865838814222297e-06,7.9492299263965e-05,0.06734117088345613,0.04371256763977407,0.0175291712843523,0.22612348159780069,0.0013875400606922549,0.0008919411528482689,0.0003812118001743798,0.005037001791223061,5875.8488354,3,3816.6164523940206
6 - Respondent is 17 years old,3 - More than 12 months ago,2.1476649225888713e-05,1.3076608819098788e-05,6.321726887650989e-06,7.295944816099732e-05,0.0016633515161617832,0.0010379500444092824,0.000474531595547448,0.005813140205071848,0.0013799605539637294,0.000839995812372176,0.0004060455788651962,0.004678911507714566,5843.86788151,5,3565.59874807158
12 - Respondent is 24 or 25 years old,97 - REFUSED,1.827244343644496e-05,1.826032151584855e-05,2.455048724612928e-06,0.00013598433456340556,0.023512946504299453,0.023510144277463334,0.003069737986740372,0.15845991251328964,0.0005685432147566394,0.0005654274917396492,7.70828466193535e-05,0.0041803285014979895,4971.9927998,1,4971.9927998
17 - Respondent is 65 years old or older,1 - Within the past 30 days,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
5 - Respondent is 16 years old,2 - More than 30 days ago but within the past 12 mos,1.4189389810583261e-05,1.231776556533744e-05,2.48148577213679e-06,8.113190261767901e-05,0.008648501464288718,0.007511661407381837,0.0014990289106083811,0.04824898938701129,0.0008809846890355279,0.0007646348222346977,0.00015399770087077728,0.005022666437495015,3860.98029074,2,3351.343015839572
13 - Respondent is between 26 and 29 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.06498593876654157,0.001436757350919881,0.06215906178518526,0.0679320645274072,0.06614893624928524,0.0014604675476992217,0.06327524562627998,0.06914350405865129,0.9769299393577684,0.0030772009459591665,0.9698700034139893,0.9823656982440307,17682890.67410854,3889,390250.134218524
16 - Respondent is between 50 and 64 years old,98 - MISSING,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
10 - Respondent is 21 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
9 - Respondent is 20 years old,2 - More than 30 days ago but within the past 12 mos,1.0873331143677084e-05,8.699670668267317e-06,2.1798831025376054e-06,5.423466569023638e-05,0.006627347727641426,0.005453806127381967,0.0012619670548917148,0.034027001100471285,0.0007144657280085576,0.0005893975152232354,0.0001361790840244706,0.0037392720000617827,2958.66966803,2,2367.075456039018
4 - Respondent is 15 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
5 - Respondent is 16 years old,3 - More than 12 months ago,1.6806961241719158e-05,1.1176884278138333e-05,4.419651333659513e-06,6.39109554052352e-05,0.0013016874359426088,0.0008776872349194788,0.00033573076291413477,0.005032879764788723,0.0010435033303633995,0.0006970569685779159,0.00027259783323183804,0.003985834293592265,4573.23020706,3,3037.1007582858515
11 - Respondent is 22 or 23 years old,3 - More than 12 months ago,0.00028652468559300557,7.033580609448973e-05,0.00017499121431526252,0.0004691124587519268,0.022191137229377666,0.005181444502847012,0.013853782059347725,0.0353660600403539,0.00907995193159183,0.0022388999145582854,0.00552810933887041,0.014879728684430939,77964.32254330999,37,19238.706827154874
1 - Respondent is 12 years old,2 - More than 30 days ago but within the past 12 mos,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
4 - Respondent is 15 years old,1 - Within the past 30 days,1.619297915587687e-05,1.6201146146010556e-05,2.1705641480766645e-06,0.00012079293893922522,0.008858341976549194,0.008839704657417324,0.0011815512237929415,0.06325417442485835,0.0010404843159050848,0.0010449893032895812,0.0001382394971157473,0.007785538673575948,4406.1636338,1,4406.1636338
1 - Respondent is 12 years old,3 - More than 12 months ago,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
12 - Respondent is 24 or 25 years old,1 - Within the past 30 days,0.0001461314576283305,6.0186852556419975e-05,6.3892819539086e-05,0.00033418688903646287,0.07994096779489507,0.032613824929667544,0.03443009553152055,0.17472385464625978,0.004546849412124867,0.0018669867460177772,0.0019907179763061825,0.010351075830882772,39762.85698623,15,16365.628028734922
14 - Respondent is between 30 and 34 years old,Overall,0.07886269252152713,0.0013994484033277663,0.07609722751754758,0.08171976854202104,0.07886269252152713,0.0013994484033277663,0.07609722751754758,0.08171976854202104,1.0,0.0,N/A,N/A,21458801.65144247,4797,392259.2651793307
11 - Respondent is 22 or 23 years old,1 - Within the past 30 days,5.947196551791742e-05,2.809347724290012e-05,2.3027247210856466e-05,0.00015358807968263098,0.03253403857955661,0.015753938657242176,0.01215598006288059,0.0841629893652912,0.0018846634001617039,0.0008966654443436488,0.0007243326203336997,0.004894659228871839,16182.520163410001,6,7682.1850727231085
Overall,9 - At some point in the lifetime LOG ASSN,6.505701964283116e-05,2.436880844918886e-05,3.065792545281244e-05,0.00013804758103842189,1.0,0.0,N/A,N/A,6.505701964283116e-05,2.436880844918886e-05,3.065792545281244e-05,0.00013804758103842189,17702.23201761,7,6615.088577124635
16 - Respondent is between 50 and 64 years old,3 - More than 12 months ago,0.004908072143386283,0.0005694939510116667,0.003887241253696963,0.0061953167517953345,0.38012676722828787,0.03119153460635599,0.31975610615604455,0.4444483995231549,0.021382394400269504,0.0024933835569715163,0.016908145860799008,0.027008095546874736,1335502.7992120204,124,157584.88998204804
10 - Respondent is 21 years old,2 - More than 30 days ago but within the past 12 mos,3.631112842934653e-05,2.1409736565329567e-05,1.1109732785487766e-05,0.00011867276217468814,0.022131807750954337,0.01325753244952277,0.006569216808019613,0.07189432100611279,0.0023899206868604884,0.0014096819351289295,0.0007300418567537421,0.007794388863011751,9880.3791475,3,5831.352918193357
8 - Respondent is 19 years old,3 - More than 12 months ago,3.8903147326784144e-05,1.817596770192087e-05,1.5220481230543992e-05,9.94317512043708e-05,0.003013021650112364,0.001408752460435101,0.0011768414325528786,0.007692059807754146,0.0024621515621007376,0.001125234214876414,0.0009824708354125645,0.0061566177869466845,10585.67613418,6,4933.361913754933
5 - Respondent is 16 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
17 - Respondent is 65 years old or older,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
6 - Respondent is 17 years old,97 - REFUSED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
10 - Respondent is 21 years old,3 - More than 12 months ago,6.58364113697592e-05,3.2191550953466115e-05,2.465646252623936e-05,0.00017578089163951716,0.00509898418131883,0.0024483297524327072,0.0019402911471643502,0.013331180424982355,0.004333211560400857,0.0021166309812685933,0.0016219733419821443,0.011524155429612066,17914.30710587,9,8733.37408216108
3 - Respondent is 14 years old,98 - MISSING,2.0108927577605777e-05,1.4263304427249614e-05,4.837873744628145e-06,8.357999780287176e-05,0.06270942574716225,0.0456122981676127,0.01388216848975758,0.2412584429691753,0.001268388255740142,0.0009023962592320617,0.00030358492107464583,0.005283165768734715,5471.7062595,2,3875.8480814664517
2 - Respondent is 13 years old,98 - MISSING,2.094499429101772e-05,1.312019174405846e-05,5.9518564445677794e-06,7.370409914705119e-05,0.06531668877906893,0.040701660272522415,0.017985414567862665,0.21050645294152712,0.0014122475708547788,0.0008859042614466775,0.0004002933433479529,0.004969735151473846,5699.2028006,3,3573.90340828151
2 - Respondent is 13 years old,97 - REFUSED,1.5396224694243785e-05,9.141651092265058e-06,4.671658310946536e-06,5.0739562517872644e-05,0.019811833532995746,0.012323636385889958,0.005618196689950993,0.06743216322374179,0.001038113480608814,0.0006135963223956213,0.00031654088778294566,0.003398958410359187,4189.36408752,4,2487.41453338194
5 - Respondent is 16 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
16 - Respondent is between 50 and 64 years old,2 - More than 30 days ago but within the past 12 mos,0.00024248533186056604,0.0001259477344138355,8.542105439853702e-05,0.0006881460212372101,0.14779597823864685,0.066512590117097,0.05664344551848273,0.3337398777689113,0.0010564060288130912,0.0005464107385893587,0.0003736480558415371,0.002983028004031861,65981.06751630001,6,34402.4772565486
2 - Respondent is 13 years old,Overall,0.014830964997405181,0.0003688649370609339,0.01410801856963622,0.015590372009709542,0.014830964997405181,0.0003688649370609339,0.01410801856963622,0.015590372009709542,1.0,0.0,N/A,N/A,4035555.038802788,2268,97525.3872945107
13 - Respondent is between 26 and 29 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
8 - Respondent is 19 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,272103335.11736065,56276,1892181.971891423
2 - Respondent is 13 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.014781645398240619,0.00036804889445827616,0.01406031890599186,0.01553939434124378,0.015046179799301151,0.0003717528939223893,0.014317452134661597,0.01581140316792108,0.9966745522511049,0.0013395061998853885,0.9925426016487006,0.998520509022908,4022135.011383459,2259,97232.42009216947
1 - Respondent is 12 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
12 - Respondent is 24 or 25 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
1 - Respondent is 12 years old,97 - REFUSED,4.4418943275674896e-05,2.1345461374782288e-05,1.6919052758667178e-05,0.00011661139436781194,0.057158214261335556,0.02808010931852844,0.020843696070264685,0.14722784758945623,0.0032306344508161076,0.0015502596219306025,0.0012308772564079279,0.008451824223778728,12086.5426077,6,5808.231375661221
1 - Respondent is 12 years old,98 - MISSING,5.66992257538326e-05,2.738440322659828e-05,2.1491415337412556e-05,0.00014957678369514584,0.1768157885899001,0.079749875224403,0.06669587235071629,0.3923237022189351,0.004123791755200155,0.001967929480586484,0.001579082964145822,0.010725273474018056,15428.048426189998,8,7437.050434039665
17 - Respondent is 65 years old or older,2 - More than 30 days ago but within the past 12 mos,3.7565314561805386e-05,3.760690609873023e-05,5.029171170011863e-06,0.00028053447277313486,0.022896240242263503,0.022609131136037568,0.0030685751081403166,0.1513859953487101,0.00020495225291805428,0.0002055379834420018,2.7337035904539703e-05,0.0015348045072451297,10221.647377,1,10221.647377
16 - Respondent is between 50 and 64 years old,1 - Within the past 30 days,0.00021964014698615467,9.026065251358022e-05,9.620867431806464e-05,0.0005013493383337671,0.12015377251175927,0.043756628170874154,0.056129602832389054,0.23873560051933695,0.0009568792209624818,0.0003949024555762267,0.00041758741821257256,0.0021911108530526108,59764.8165206,8,24460.759184220995
4 - Respondent is 15 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.015447003270193861,0.000367586614480998,0.0147257909183231,0.016202956939049735,0.015723445009132288,0.00037429770664308774,0.014989066631224025,0.016493201258389094,0.9925514308179771,0.00255213317940153,0.9852098262807932,0.9962626053357422,4203181.107388526,2369,107153.3773249103
8 - Respondent is 19 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
14 - Respondent is between 30 and 34 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
13 - Respondent is between 26 and 29 years old,2 - More than 30 days ago but within the past 12 mos,0.00020751556004786135,6.40701418892695e-05,0.00011161257060080752,0.00038579130257102067,0.1264817338091616,0.03686598117312124,0.0689686631911649,0.2205916952011657,0.0031195696690885758,0.0009657637205367555,0.0016742804775447936,0.005805221057524836,56465.67597776999,15,17508.34776804431
2 - Respondent is 13 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
17 - Respondent is 65 years old or older,3 - More than 12 months ago,0.0010036371488505002,0.0002447938868067726,0.0006148520098830271,0.0016378572234829174,0.07773099777615279,0.018497910976970896,0.047795329441215215,0.12397512301785082,0.005475734654923034,0.0013459942184790798,0.0033401900864981067,0.008964355269391249,273093.01544990006,25,66603.46898058527
13 - Respondent is between 26 and 29 years old,9 - At some point in the lifetime LOG ASSN,1.5260528208186106e-05,1.14493648836072e-05,3.3814913272258246e-06,6.886724840105506e-05,0.2345715849260813,0.18272343622591083,0.038171037570051976,0.7029551205731778,0.0002294106568276042,0.00017185112572916164,5.0944598938963156e-05,0.0010324227902897862,4152.4406211,2,3119.5511256914374
11 - Respondent is 22 or 23 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.031111195337977966,0.0007473870661148936,0.02964457471487405,0.032647933537800246,0.03166796565706496,0.0007576923309548611,0.030180963002344584,0.03322572227043951,0.9859121130123655,0.0027299525992234585,0.9792343618546138,0.9904633664851662,8465460.010951487,3502,192747.40813740424
3 - Respondent is 14 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
14 - Respondent is between 30 and 34 years old,3 - More than 12 months ago,0.001552189361928894,0.0002253786437983295,0.0011594694591036167,0.0020776493859166194,0.12021598441075156,0.017201532252728954,0.08971991174670918,0.15926416342491265,0.019682175592789876,0.0028625063629219684,0.014684836626916718,0.026334686429019344,422355.90211454005,96,61261.4976152106
4 - Respondent is 15 years old,2 - More than 30 days ago but within the past 12 mos,7.421728933711824e-06,7.424602575856452e-06,9.950788923872892e-07,5.535216819361543e-05,0.004523579548352842,0.004621618820484911,0.0005780145756097871,0.03447284374755774,0.00047688522773300354,0.0004767636683995035,6.398723890949037e-05,0.003544693745197166,2019.4771952,1,2019.4771952
17 - Respondent is 65 years old or older,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.18217917156865562,0.0034074727838395696,0.17543471376063935,0.18912344494030636,0.18543947559694426,0.003461889373852901,0.17858650903640885,0.1924937876663398,0.993949660299244,0.0014237567263422712,0.9903015552836228,0.9962307404480272,49571560.17274904,3688,1125794.3828875893
1 - Respondent is 12 years old,1 - Within the past 30 days,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
